record_id,timestamp,user_id,user_role,table_accessed,query_type,query_count,session_duration_sec,ip_address,data_transferred_kb,failed_attempts,is_anomaly,anomaly_type
51,2025-01-01 09:55:18,user_026,normal,sales,SELECT,7,1072,192.168.1.49,2.997777046435142,0,0,normal
52,2025-01-01 09:57:28,user_032,normal,reports,SELECT,7,1171,192.168.2.46,91.42277821073932,0,0,normal
53,2025-01-01 10:00:04,user_026,normal,reports,SELECT,9,853,192.168.1.49,80.32471219130598,0,0,normal
54,2025-01-01 10:02:09,user_035,normal,invoices,SELECT,8,645,192.168.1.3,58.52349231610524,0,0,normal
55,2025-01-01 10:03:17,user_047,normal,products,SELECT,5,306,192.168.2.34,68.11037704843596,0,0,normal
56,2025-01-01 10:03:24,admin_02,admin,credentials,SELECT,7,1017,192.168.2.45,115.27507630986618,0,0,normal
57,2025-01-01 10:04:05,admin_04,admin,backup_keys,SELECT,13,649,10.0.0.24,11.188535159766861,0,0,normal
58,2025-01-01 10:04:33,user_015,normal,inventory,SELECT,7,557,192.168.1.8,62.84950324698799,0,0,normal
59,2025-01-01 10:05:36,admin_05,admin,customers,INSERT,14,609,10.0.0.11,50.64667847630503,0,0,normal
60,2025-01-01 10:07:23,admin_01,admin,transactions,SELECT,10,702,192.168.1.32,272.2718975962064,0,0,normal
61,2025-01-01 10:10:13,user_003,normal,transactions,SELECT,1,205,192.168.1.5,62.66062123161945,0,0,normal
62,2025-01-01 10:10:15,user_018,normal,products,SELECT,6,1012,10.0.0.26,77.41054610960923,0,0,normal
63,2025-01-01 10:10:45,user_001,normal,transactions,SELECT,5,729,192.168.2.22,50.34788547467605,0,0,normal
64,2025-01-01 10:12:39,admin_04,admin,system_config,UPDATE,3,666,10.0.0.24,95.08928243129304,0,0,normal
65,2025-01-01 10:13:50,user_002,normal,reports,SELECT,2,1006,192.168.2.24,8.435150338047775,0,0,normal
66,2025-01-01 10:14:40,admin_05,admin,users,INSERT,5,1409,10.0.0.11,69.74637032780528,0,0,normal
67,2025-01-01 10:16:49,user_032,normal,reports,SELECT,3,1123,192.168.2.46,56.662694896142554,0,0,normal
68,2025-01-01 10:17:04,analyst_03,analyst,transactions,SELECT,15,1129,192.168.1.36,559.6597228915322,0,0,normal
69,2025-01-01 10:20:33,user_015,normal,inventory,SELECT,4,1048,192.168.1.8,5.583725029919597,0,0,normal
70,2025-01-01 10:20:34,user_002,normal,products,SELECT,4,325,192.168.2.24,86.43375877049688,0,0,normal
71,2025-01-01 10:24:45,admin_01,admin,products,DELETE,7,1447,192.168.1.32,105.33511356872364,0,0,normal
72,2025-01-01 10:25:29,admin_04,admin,inventory,SELECT,13,638,10.0.0.24,69.6303556513546,0,0,normal
73,2025-01-01 10:25:32,analyst_09,analyst,sales,SELECT,9,340,192.168.2.14,12.601968901007542,0,0,normal
74,2025-01-01 10:26:43,user_045,normal,inventory,INSERT,4,302,192.168.1.3,34.65325839263281,0,0,normal
75,2025-01-01 10:27:58,analyst_09,analyst,reports,SELECT,5,497,192.168.2.14,151.66331936697816,0,0,normal
76,2025-01-01 10:28:46,admin_03,admin,users,SELECT,14,522,192.168.1.21,97.72324713005838,0,0,normal
77,2025-01-01 10:28:58,user_019,normal,orders,SELECT,3,682,192.168.2.35,96.48414881382118,0,0,normal
78,2025-01-01 10:29:56,analyst_03,analyst,orders,SELECT,10,2195,192.168.1.36,516.6117180793817,0,0,normal
79,2025-01-01 10:30:57,user_023,normal,sales,SELECT,2,810,10.0.0.9,7.715382727105968,0,0,normal
80,2025-01-01 10:31:11,user_027,normal,orders,SELECT,4,603,192.168.1.49,198.64589873540143,0,0,normal
81,2025-01-01 10:31:35,user_049,normal,inventory,SELECT,5,367,192.168.1.16,15.463625751252119,0,0,normal
82,2025-01-01 10:35:44,user_015,normal,sales,SELECT,4,903,192.168.1.8,73.89460774981427,0,0,normal
83,2025-01-01 10:36:26,user_003,normal,inventory,SELECT,4,726,192.168.1.5,154.88492009836523,0,0,normal
84,2025-01-01 10:36:55,user_038,normal,sales,SELECT,2,419,192.168.2.36,1.649070104427652,0,0,normal
85,2025-01-01 10:38:42,user_033,normal,invoices,SELECT,5,483,192.168.2.43,132.35578763142396,0,0,normal
86,2025-01-01 10:40:32,user_039,normal,orders,INSERT,9,532,192.168.1.38,11.727392993109941,0,0,normal
87,2025-01-01 10:40:47,user_031,normal,orders,INSERT,9,815,192.168.2.2,43.253467531919405,0,0,normal
88,2025-01-01 10:40:55,user_028,normal,sales,INSERT,9,797,192.168.2.19,99.07133922374811,0,0,normal
89,2025-01-01 10:41:16,admin_03,admin,users,SELECT,14,915,192.168.1.21,246.81343141068396,0,0,normal
90,2025-01-01 10:43:55,user_011,normal,reports,SELECT,8,1143,10.0.0.16,87.61300094891936,0,0,normal
91,2025-01-01 10:46:53,user_008,normal,orders,SELECT,4,654,192.168.1.39,104.16792028767937,0,0,normal
92,2025-01-01 10:47:54,analyst_06,analyst,products,SELECT,19,2293,192.168.1.48,108.11199891166652,0,0,normal
93,2025-01-01 10:50:09,user_021,normal,invoices,SELECT,9,98,192.168.2.25,33.03381414942359,0,0,normal
94,2025-01-01 10:51:22,analyst_01,analyst,sales,SELECT,5,775,10.0.0.7,44.051265550001546,0,0,normal
95,2025-01-01 10:51:24,user_022,normal,invoices,UPDATE,1,820,192.168.1.6,43.09388627103656,0,0,normal
96,2025-01-01 10:51:24,analyst_06,analyst,orders,SELECT,15,717,192.168.1.48,375.98953361452516,0,0,normal
97,2025-01-01 10:51:44,user_049,normal,customers,INSERT,3,502,192.168.1.16,1.5637011771598694,0,0,normal
98,2025-01-01 10:51:58,user_040,normal,transactions,SELECT,3,143,192.168.2.1,101.87648602969111,0,0,normal
99,2025-01-01 10:53:12,analyst_07,analyst,customers,SELECT,11,798,10.0.0.18,4.8354826174143835,0,0,normal
100,2025-01-01 10:57:42,user_004,normal,orders,SELECT,7,1153,192.168.2.19,115.04599685044134,0,0,normal
101,2025-01-01 10:58:22,analyst_07,analyst,orders,SELECT,6,1398,10.0.0.18,47.524835496300085,0,0,normal
102,2025-01-01 10:58:31,analyst_10,analyst,reports,SELECT,16,1787,10.0.0.1,39.719226876218755,0,0,normal
103,2025-01-01 11:03:45,analyst_08,analyst,invoices,SELECT,10,1081,192.168.1.6,40.928124961038115,0,0,normal
104,2025-01-01 11:04:19,user_011,normal,invoices,SELECT,2,481,10.0.0.16,37.714942731423136,0,0,normal
105,2025-01-01 11:04:31,analyst_03,analyst,sales,SELECT,8,451,192.168.1.36,464.05587725813876,0,0,normal
106,2025-01-01 11:05:00,user_044,normal,orders,INSERT,7,555,192.168.1.11,14.553081478788327,0,0,normal
107,2025-01-01 11:05:08,analyst_09,analyst,reports,SELECT,19,788,192.168.2.14,17.330085388490673,0,0,normal
108,2025-01-01 11:06:03,user_040,normal,inventory,SELECT,2,1002,192.168.2.1,30.15719562835525,0,0,normal
109,2025-01-01 11:06:26,user_014,normal,transactions,SELECT,6,569,10.0.0.14,14.28954360927419,0,0,normal
110,2025-01-01 11:07:26,user_017,normal,sales,SELECT,8,1177,192.168.2.26,26.81962219677111,0,0,normal
111,2025-01-01 11:07:32,user_041,normal,transactions,SELECT,1,887,192.168.2.2,3.500342318872068,0,0,normal
112,2025-01-01 11:08:27,user_017,normal,invoices,INSERT,3,917,192.168.2.26,109.96891050998268,0,0,normal
113,2025-01-01 11:10:20,analyst_07,analyst,transactions,SELECT,18,1899,10.0.0.18,48.80117101024179,0,0,normal
114,2025-01-01 11:10:36,user_004,normal,sales,UPDATE,9,677,192.168.2.19,35.121408259141774,0,0,normal
115,2025-01-01 11:10:53,user_005,normal,products,SELECT,3,953,192.168.1.22,11.07172649255106,0,0,normal
116,2025-01-01 11:11:06,user_033,normal,reports,SELECT,3,518,192.168.2.43,57.48928634454094,0,0,normal
117,2025-01-01 11:13:44,user_034,normal,products,SELECT,6,1061,10.0.0.15,117.57109229449769,0,0,normal
118,2025-01-01 11:14:02,user_013,normal,customers,SELECT,8,411,192.168.1.15,43.68894582013766,0,0,normal
119,2025-01-01 11:18:38,user_045,normal,sales,SELECT,4,535,192.168.1.3,72.87767273645454,0,0,normal
120,2025-01-01 11:20:47,user_028,normal,customers,SELECT,5,830,192.168.2.19,40.5325796320697,0,0,normal
121,2025-01-01 11:26:44,admin_03,admin,credentials,UPDATE,9,1372,192.168.1.21,62.79202956612405,0,0,normal
122,2025-01-01 11:26:45,user_007,normal,products,INSERT,5,437,10.0.0.1,47.94038447153901,0,0,normal
123,2025-01-01 11:27:23,user_009,normal,transactions,INSERT,1,78,192.168.2.1,56.81235791075119,0,0,normal
124,2025-01-01 11:27:27,user_036,normal,invoices,SELECT,1,988,192.168.2.38,26.48400630786948,0,0,normal
125,2025-01-01 11:31:02,user_044,normal,transactions,INSERT,7,419,192.168.1.11,110.2058284903602,0,0,normal
126,2025-01-01 11:31:38,user_018,normal,invoices,UPDATE,2,738,10.0.0.26,102.98977057824384,0,0,normal
127,2025-01-01 11:32:09,analyst_02,analyst,customers,SELECT,5,2068,192.168.1.23,64.76218366255239,0,0,normal
128,2025-01-01 11:33:50,user_001,normal,orders,SELECT,1,304,192.168.2.22,6.233051440267387,0,0,normal
129,2025-01-01 11:34:05,admin_05,admin,backup_keys,DELETE,12,943,10.0.0.11,209.2822556887118,0,0,normal
130,2025-01-01 11:34:48,user_012,normal,orders,INSERT,8,1143,192.168.1.38,10.26060891304192,0,0,normal
131,2025-01-01 11:36:02,user_018,normal,products,INSERT,9,285,10.0.0.26,70.5687604450796,0,0,normal
132,2025-01-01 11:37:32,user_008,normal,sales,SELECT,5,319,192.168.1.39,80.12144474995682,0,0,normal
133,2025-01-01 11:37:58,user_018,normal,transactions,INSERT,1,572,10.0.0.26,6.342866944466449,0,0,normal
134,2025-01-01 11:38:02,analyst_08,analyst,transactions,INSERT,17,1888,192.168.1.6,276.99325999591906,0,0,normal
135,2025-01-01 11:38:07,user_032,normal,products,SELECT,6,179,192.168.2.46,10.244947258534951,0,0,normal
136,2025-01-01 11:38:25,analyst_08,analyst,reports,SELECT,18,914,192.168.1.6,524.6081746685097,0,0,normal
137,2025-01-01 11:39:20,analyst_06,analyst,orders,SELECT,10,588,192.168.1.48,63.5206768939797,0,0,normal
138,2025-01-01 11:41:12,analyst_08,analyst,invoices,SELECT,12,1254,192.168.1.6,296.5475891099639,0,0,normal
139,2025-01-01 11:41:29,user_016,normal,inventory,SELECT,8,1039,192.168.1.23,32.2070466065598,0,0,normal
140,2025-01-01 11:43:52,user_034,normal,orders,SELECT,9,290,10.0.0.15,110.88467346008841,0,0,normal
141,2025-01-01 11:44:50,user_046,normal,inventory,SELECT,7,368,192.168.2.29,53.750810267075934,0,0,normal
142,2025-01-01 11:47:56,user_049,normal,orders,UPDATE,5,1120,192.168.1.16,107.12389933572332,0,0,normal
143,2025-01-01 11:48:06,admin_01,admin,customers,INSERT,8,595,192.168.1.32,76.5867817826549,0,0,normal
144,2025-01-01 11:48:20,user_005,normal,inventory,SELECT,4,697,192.168.1.22,65.08650507257195,0,0,normal
145,2025-01-01 11:48:34,user_002,normal,customers,INSERT,2,879,192.168.2.24,9.680739602479944,0,0,normal
146,2025-01-01 11:49:14,user_016,normal,inventory,SELECT,2,805,192.168.1.23,23.050539720552365,0,0,normal
147,2025-01-01 11:50:10,user_012,normal,customers,SELECT,5,799,192.168.1.38,11.004654540075027,0,0,normal
148,2025-01-01 11:50:21,analyst_06,analyst,products,SELECT,19,2288,192.168.1.48,213.4866662140543,0,0,normal
149,2025-01-01 11:51:29,admin_04,admin,system_config,SELECT,3,1007,10.0.0.24,488.16354677694494,0,0,normal
150,2025-01-01 11:51:47,analyst_08,analyst,products,SELECT,8,2248,192.168.1.6,92.27432413753849,0,0,normal
151,2025-01-01 11:54:45,user_010,normal,orders,SELECT,3,1017,192.168.1.41,83.45196655095731,0,0,normal
152,2025-01-01 11:54:48,user_045,normal,reports,SELECT,7,256,192.168.1.3,72.13101899608107,0,0,normal
153,2025-01-01 11:56:01,user_024,normal,customers,SELECT,1,176,192.168.1.38,42.24614148077224,0,0,normal
154,2025-01-01 11:56:59,user_033,normal,reports,SELECT,5,139,192.168.2.43,37.50716251746952,0,0,normal
155,2025-01-01 11:58:05,user_003,normal,inventory,SELECT,4,462,192.168.1.5,62.0923069027243,0,0,normal
156,2025-01-01 11:58:15,user_004,normal,invoices,SELECT,5,933,192.168.2.19,1.7519016840967023,0,0,normal
157,2025-01-01 11:58:53,user_016,normal,inventory,INSERT,1,594,192.168.1.23,197.62612086633652,0,0,normal
158,2025-01-01 11:59:41,admin_05,admin,salary,SELECT,10,261,10.0.0.11,94.3610725139916,0,0,normal
159,2025-01-01 12:00:39,analyst_08,analyst,reports,SELECT,16,1614,192.168.1.6,26.916698483992604,0,0,normal
160,2025-01-01 12:01:31,user_027,normal,customers,SELECT,8,925,192.168.1.49,50.25687639707752,0,0,normal
161,2025-01-01 12:01:37,user_046,normal,orders,INSERT,2,165,192.168.2.29,9.165056756753847,0,0,normal
162,2025-01-01 12:02:21,user_003,normal,sales,SELECT,1,1087,192.168.1.5,4.69169483972326,0,0,normal
163,2025-01-01 12:02:57,admin_01,admin,backup_keys,SELECT,11,1699,192.168.1.32,52.966444677110594,0,0,normal
164,2025-01-01 12:04:10,user_003,normal,orders,SELECT,5,1092,192.168.1.5,50.437209970856166,0,0,normal
165,2025-01-01 12:06:09,user_034,normal,transactions,SELECT,5,1048,10.0.0.15,77.74913928982883,0,0,normal
166,2025-01-01 12:07:06,user_003,normal,inventory,UPDATE,5,599,192.168.1.5,62.44970854163753,0,0,normal
167,2025-01-01 12:08:00,user_033,normal,orders,SELECT,8,404,192.168.2.43,40.499084320383446,0,0,normal
168,2025-01-01 12:08:00,analyst_06,analyst,reports,SELECT,10,2165,192.168.1.48,379.867461624674,0,0,normal
169,2025-01-01 12:08:22,user_047,normal,sales,SELECT,7,89,192.168.2.34,74.87034216458409,0,0,normal
170,2025-01-01 12:08:38,user_038,normal,reports,INSERT,9,207,192.168.2.36,55.90384468442902,0,0,normal
171,2025-01-01 12:09:04,user_044,normal,orders,SELECT,2,380,192.168.1.11,7.4728640047373025,0,0,normal
172,2025-01-01 12:10:05,admin_05,admin,credentials,INSERT,8,153,10.0.0.11,80.78355154069853,0,0,normal
173,2025-01-01 12:11:22,user_048,normal,transactions,SELECT,6,729,192.168.1.36,140.85487989078763,0,0,normal
174,2025-01-01 12:11:32,analyst_09,analyst,reports,SELECT,15,1591,192.168.2.14,71.64526676170017,0,0,normal
175,2025-01-01 12:11:38,user_010,normal,transactions,SELECT,1,386,192.168.1.41,57.1724463254645,0,0,normal
176,2025-01-01 12:12:27,analyst_08,analyst,products,SELECT,7,1079,192.168.1.6,96.41496980443819,0,0,normal
177,2025-01-01 12:14:11,user_020,normal,sales,SELECT,5,681,10.0.0.3,4.708768043237807,0,0,normal
178,2025-01-01 12:15:00,user_034,normal,sales,SELECT,2,116,10.0.0.15,39.62900764765304,0,0,normal
179,2025-01-01 12:15:15,user_036,normal,sales,UPDATE,3,516,192.168.2.38,39.58910169944559,0,0,normal
180,2025-01-01 12:15:49,user_008,normal,orders,SELECT,7,728,192.168.1.39,29.326891987858676,0,0,normal
181,2025-01-01 12:18:04,admin_04,admin,credentials,SELECT,14,595,10.0.0.24,141.6678869495337,0,0,normal
182,2025-01-01 12:18:19,user_049,normal,inventory,SELECT,6,198,192.168.1.16,134.42292557974952,0,0,normal
183,2025-01-01 12:22:23,analyst_09,analyst,products,SELECT,9,1557,192.168.2.14,176.2649556592279,0,0,normal
184,2025-01-01 12:23:18,analyst_07,analyst,reports,SELECT,8,1762,10.0.0.18,132.50401560999072,0,0,normal
185,2025-01-01 12:24:11,user_017,normal,sales,INSERT,7,1174,192.168.2.26,48.52498269593847,0,0,normal
186,2025-01-01 12:24:53,user_033,normal,inventory,SELECT,3,857,192.168.2.43,34.58770217274451,0,0,normal
187,2025-01-01 12:25:09,user_034,normal,products,SELECT,4,885,10.0.0.15,59.65777042199567,0,0,normal
188,2025-01-01 12:25:23,user_023,normal,invoices,SELECT,9,603,10.0.0.9,8.753020842242142,0,0,normal
189,2025-01-01 12:25:39,user_012,normal,orders,SELECT,2,648,192.168.1.38,98.54472127553528,0,0,normal
190,2025-01-01 12:26:09,user_032,normal,invoices,SELECT,4,1142,192.168.2.46,45.523918161017946,0,0,normal
191,2025-01-01 12:27:45,analyst_05,analyst,reports,SELECT,18,2243,192.168.2.18,146.7243161627855,0,0,normal
192,2025-01-01 12:27:48,user_003,normal,orders,INSERT,3,332,192.168.1.5,17.77892043202979,0,0,normal
193,2025-01-01 12:27:59,user_047,normal,reports,SELECT,7,891,192.168.2.34,31.4394550270428,0,0,normal
194,2025-01-01 12:29:22,user_019,normal,reports,SELECT,1,488,192.168.2.35,23.718734215369693,0,0,normal
195,2025-01-01 12:29:44,user_025,normal,inventory,SELECT,2,1149,192.168.1.26,44.29984036976145,0,0,normal
196,2025-01-01 12:29:49,user_037,normal,customers,SELECT,5,644,10.0.0.10,5.796789568857452,0,0,normal
197,2025-01-01 12:30:13,user_016,normal,reports,INSERT,4,958,192.168.1.23,152.66545032169856,0,0,normal
198,2025-01-01 12:33:03,analyst_06,analyst,inventory,SELECT,18,756,192.168.1.48,15.569965179107207,0,0,normal
199,2025-01-01 12:33:34,analyst_01,analyst,inventory,SELECT,10,2256,10.0.0.7,28.288949367700923,0,0,normal
200,2025-01-01 12:34:12,user_010,normal,sales,SELECT,5,617,192.168.1.41,13.846265623302244,0,0,normal
201,2025-01-01 12:34:33,user_008,normal,reports,SELECT,4,512,192.168.1.39,9.636958147035177,0,0,normal
202,2025-01-01 12:34:51,analyst_05,analyst,products,SELECT,18,2346,192.168.2.18,12.54348155351927,0,0,normal
203,2025-01-01 12:34:54,admin_02,admin,system_config,SELECT,12,324,192.168.2.45,31.216470122083322,0,0,normal
204,2025-01-01 12:35:19,user_007,normal,reports,SELECT,8,618,10.0.0.1,151.21002600623663,0,0,normal
205,2025-01-01 12:36:16,user_046,normal,orders,SELECT,9,601,192.168.2.29,4.179231304027108,0,0,normal
206,2025-01-01 12:36:26,analyst_04,analyst,reports,SELECT,9,1958,192.168.1.25,210.75143559876028,0,0,normal
207,2025-01-01 12:37:18,analyst_02,analyst,reports,SELECT,17,1654,192.168.1.23,70.66197166988212,0,0,normal
208,2025-01-01 12:38:25,user_003,normal,products,SELECT,1,1137,192.168.1.5,172.0599941026969,0,0,normal
209,2025-01-01 12:39:53,admin_04,admin,customers,UPDATE,7,1227,10.0.0.24,97.70648486217308,0,0,normal
210,2025-01-01 12:40:33,user_007,normal,invoices,SELECT,9,92,10.0.0.1,67.1668315406792,0,0,normal
211,2025-01-01 12:40:40,admin_02,admin,credentials,UPDATE,14,1631,192.168.2.45,12.098938455712368,0,0,normal
212,2025-01-01 12:42:48,analyst_03,analyst,invoices,SELECT,9,2098,192.168.1.36,62.15021627286226,0,0,normal
213,2025-01-01 12:44:25,admin_02,admin,sales,SELECT,13,293,192.168.2.45,5.248914749504456,0,0,normal
214,2025-01-01 12:45:44,user_014,normal,invoices,SELECT,3,61,10.0.0.14,9.170099370718935,0,0,normal
215,2025-01-01 12:46:56,user_016,normal,transactions,SELECT,8,959,192.168.1.23,10.037317851724081,0,0,normal
216,2025-01-01 12:47:21,user_037,normal,customers,SELECT,2,424,10.0.0.10,71.75360691532478,0,0,normal
217,2025-01-01 12:47:53,user_044,normal,customers,INSERT,4,873,192.168.1.11,93.1726838984011,0,0,normal
218,2025-01-01 12:47:54,user_024,normal,sales,SELECT,8,785,192.168.1.38,109.11259562007574,0,0,normal
219,2025-01-01 12:48:58,user_035,normal,reports,SELECT,8,817,192.168.1.3,7.251362441943532,0,0,normal
220,2025-01-01 12:50:42,admin_03,admin,orders,UPDATE,14,818,192.168.1.21,46.54065563822525,0,0,normal
221,2025-01-01 12:51:16,admin_01,admin,salary,UPDATE,8,1395,192.168.1.32,8.719399369795726,0,0,normal
222,2025-01-01 12:51:52,analyst_01,analyst,transactions,SELECT,5,1797,10.0.0.7,26.69601419102276,0,0,normal
223,2025-01-01 12:52:46,user_002,normal,sales,INSERT,8,88,192.168.2.24,59.31544875400457,0,0,normal
224,2025-01-01 12:53:47,user_045,normal,sales,SELECT,7,763,192.168.1.3,40.411524096566566,0,0,normal
225,2025-01-01 12:53:52,user_028,normal,customers,SELECT,2,356,192.168.2.19,34.28268851098677,0,0,normal
226,2025-01-01 12:54:25,analyst_09,analyst,invoices,INSERT,14,335,192.168.2.14,240.14248984627312,0,0,normal
227,2025-01-01 12:54:30,analyst_02,analyst,reports,SELECT,14,1883,192.168.1.23,52.76588536569528,0,0,normal
228,2025-01-01 12:55:59,user_040,normal,invoices,SELECT,7,238,192.168.2.1,108.70441232213632,0,0,normal
229,2025-01-01 12:56:24,admin_03,admin,transactions,INSERT,5,1697,192.168.1.21,55.896532565171576,0,0,normal
230,2025-01-01 12:56:44,user_007,normal,inventory,SELECT,3,395,10.0.0.1,12.772927301325861,0,0,normal
231,2025-01-01 12:57:19,user_021,normal,products,SELECT,7,1099,192.168.2.25,41.73765997207439,0,0,normal
232,2025-01-01 12:57:57,user_042,normal,reports,SELECT,5,1052,192.168.1.40,87.97497430785818,0,0,normal
233,2025-01-01 12:58:11,user_031,normal,sales,INSERT,4,346,192.168.2.2,12.308298155587217,0,0,normal
234,2025-01-01 12:58:25,user_042,normal,customers,SELECT,3,326,192.168.1.40,199.9153428630956,0,0,normal
235,2025-01-01 12:58:46,user_006,normal,invoices,INSERT,6,899,192.168.2.47,18.39540068079712,0,0,normal
236,2025-01-01 12:58:59,analyst_10,analyst,orders,SELECT,5,970,10.0.0.1,244.82512432371075,0,0,normal
